,Prompt,Correct Object,GPT-reply,Status
26,Abdülmecid II:(POLITICIAN)::Sweyn I of Denmark:X; X is ARCHITECT,POLITICIAN,False,True
27,Sweyn I of Denmark:(POLITICIAN)::Suharto:X; X is EXPLORER,POLITICIAN,False,True
28,Suharto:(POLITICIAN)::Robert III of Scotland:X; X is POLITICIAN,POLITICIAN,False,False
29,Robert III of Scotland:(POLITICIAN)::Julius Erving:X; X is SOCCER PLAYER,BASKETBALL PLAYER,False,True
30,Julius Erving:(BASKETBALL PLAYER)::Christopher Walken:X; X is ACTOR,ACTOR,True,True
31,Christopher Walken:(ACTOR)::Mike Epps:X; X is SINGER,ACTOR,False,True
32,Mike Epps:(ACTOR)::Mohammed Mossadegh:X; X is PHYSICIST,POLITICIAN,False,True
33,Mohammed Mossadegh:(POLITICIAN)::Cliff Robertson:X; X is WRITER,ACTOR,False,True
34,Cliff Robertson:(ACTOR)::Ashley Judd:X; X is SOCIAL ACTIVIST,ACTOR,True,False
35,Ashley Judd:(ACTOR)::Walter Benjamin:X; X is PHILOSOPHER,PHILOSOPHER,True,True
36,Walter Benjamin:(PHILOSOPHER)::Robert Schuman:X; X is SOCCER PLAYER,POLITICIAN,False,True
37,Robert Schuman:(POLITICIAN)::Johnny Carson:X; X is PRESENTER,PRESENTER,True,True
38,Johnny Carson:(PRESENTER)::Charles Hermite:X; X is RELIGIOUS FIGURE,MATHEMATICIAN,False,True
39,Charles Hermite:(MATHEMATICIAN)::Andrew Garfield:X; X is ARCHITECT,ACTOR,False,True
40,Andrew Garfield:(ACTOR)::Tintoretto:X; X is PAINTER,PAINTER,True,True
41,Tintoretto:(PAINTER)::Leontios:X; X is SINGER,POLITICIAN,False,True
42,Leontios:(POLITICIAN)::Charles Pic:X; X is SINGER,RACECAR DRIVER,False,True
43,Charles Pic:(RACECAR DRIVER)::Roland Ratzenberger:X; X is RACECAR DRIVER,RACECAR DRIVER,True,True
44,Roland Ratzenberger:(RACECAR DRIVER)::Vito Mannone:X; X is RELIGIOUS FIGURE,SOCCER PLAYER,False,True
45,Vito Mannone:(SOCCER PLAYER)::Kevin Anderson:X; X is COMPOSER,TENNIS PLAYER,False,True
46,Kevin Anderson:(TENNIS PLAYER)::Isaac Newton:X; X is SOCCER PLAYER,PHYSICIST,False,True
47,Isaac Newton:(PHYSICIST)::Hannah Arendt:X; X is COMPOSER,PHILOSOPHER,False,True
48,Hannah Arendt:(PHILOSOPHER)::Yash Chopra:X; X is FILM DIRECTOR,FILM DIRECTOR,True,True
49,Yash Chopra:(FILM DIRECTOR)::Hermann Oberth:X; X is ENGINEER,ENGINEER,True,True
50,Hermann Oberth:(ENGINEER)::Samuel:X; X is POLITICIAN,RELIGIOUS FIGURE,False,True
51,Samuel:(RELIGIOUS FIGURE)::Hugo de Vries:X; X is POLITICIAN,BIOLOGIST,False,True
52,Hugo de Vries:(BIOLOGIST)::Maurice Merleau-Ponty:X; X is MATHEMATICIAN,PHILOSOPHER,False,True
53,Maurice Merleau-Ponty:(PHILOSOPHER)::Benni McCarthy:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
54,Benni McCarthy:(SOCCER PLAYER)::Tim Henman:X; X is POLITICIAN,TENNIS PLAYER,False,True
55,Tim Henman:(TENNIS PLAYER)::Pope Agatho:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
56,Pope Agatho:(RELIGIOUS FIGURE)::Karl Ziegler:X; X is WRITER,CHEMIST,False,True
57,Karl Ziegler:(CHEMIST)::Maurice Utrillo:X; X is ARCHITECT,ARTIST,False,True
58,Maurice Utrillo:(ARTIST)::John Malkovich:X; X is ACTOR,ACTOR,True,True
59,John Malkovich:(ACTOR)::Chen Guangcheng:X; X is SOCIAL ACTIVIST,SOCIAL ACTIVIST,True,True
60,Chen Guangcheng:(SOCIAL ACTIVIST)::Chiang Ching-kuo:X; X is NOBLEMAN,POLITICIAN,False,True
61,Chiang Ching-kuo:(POLITICIAN)::Giacomo Puccini:X; X is COMPOSER,COMPOSER,True,True
62,Giacomo Puccini:(COMPOSER)::Jean Nouvel:X; X is ARCHITECT,ARCHITECT,True,True
63,Jean Nouvel:(ARCHITECT)::John Entwistle:X; X is MUSICIAN,MUSICIAN,True,True
64,John Entwistle:(MUSICIAN)::Subutai:X; X is MILITARY PERSONNEL,MILITARY PERSONNEL,True,True
65,Subutai:(MILITARY PERSONNEL)::Umberto Eco:X; X is CHEMIST,WRITER,False,True
66,"Umberto Eco:(WRITER)::Arthur Wellesley, 1st Duke of Wellington:X; X is RELIGIOUS FIGURE",POLITICIAN,False,True
67,"Arthur Wellesley, 1st Duke of Wellington:(POLITICIAN)::Otto III, Holy Roman Emperor:X; X is SOCCER PLAYER",POLITICIAN,False,True
68,"Otto III, Holy Roman Emperor:(POLITICIAN)::Faisal of Saudi Arabia:X; X is POLITICIAN",POLITICIAN,True,True
69,Faisal of Saudi Arabia:(POLITICIAN)::Claire Forlani:X; X is ACTOR,ACTOR,True,True
70,Claire Forlani:(ACTOR)::Manny Pacquiáo:X; X is ACTOR,BOXER,False,True
71,Manny Pacquiáo:(BOXER)::Javier Mascherano:X; X is RELIGIOUS FIGURE,SOCCER PLAYER,False,True
72,Javier Mascherano:(SOCCER PLAYER)::Bill Murray:X; X is ACTOR,ACTOR,True,True
73,Bill Murray:(ACTOR)::James D. Watson:X; X is WRITER,BIOLOGIST,False,True
74,James D. Watson:(BIOLOGIST)::Maria Leszczyńska:X; X is COMPANION,COMPANION,True,True
75,Maria Leszczyńska:(COMPANION)::Siim Kallas:X; X is POLITICIAN,POLITICIAN,True,True
76,Siim Kallas:(POLITICIAN)::Joséphine de Beauharnais:X; X is COMPANION,COMPANION,True,True
77,Joséphine de Beauharnais:(COMPANION)::Frederick IV of Denmark:X; X is POLITICIAN,POLITICIAN,False,False
78,Frederick IV of Denmark:(POLITICIAN)::Archilochus:X; X is WRITER,WRITER,True,True
79,Archilochus:(WRITER)::Chilperic II:X; X is ACTOR,POLITICIAN,False,True
80,Chilperic II:(POLITICIAN)::Titian:X; X is PAINTER,PAINTER,True,True
81,Titian:(PAINTER)::Joseph E. Stiglitz:X; X is SINGER,ECONOMIST,False,True
82,Joseph E. Stiglitz:(ECONOMIST)::Billy Ray Cyrus:X; X is PHYSICIST,MUSICIAN,False,True
83,Billy Ray Cyrus:(MUSICIAN)::Gediminas of Lithuania:X; X is COMPANION,POLITICIAN,False,True
84,Gediminas of Lithuania:(POLITICIAN)::Licinius:X; X is WRITER,POLITICIAN,False,True
85,Licinius:(POLITICIAN)::Michael Vartan:X; X is SOCCER PLAYER,ACTOR,False,True
86,Michael Vartan:(ACTOR)::Constantin Brancusi:X; X is MATHEMATICIAN,SCULPTOR,False,True
87,Constantin Brancusi:(SCULPTOR)::Rivelino:X; X is FILM DIRECTOR,SOCCER PLAYER,False,True
88,Rivelino:(SOCCER PLAYER)::Gianpaolo Pazzini:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
89,Gianpaolo Pazzini:(SOCCER PLAYER)::Hans Geiger:X; X is PHYSICIST,PHYSICIST,True,True
90,Hans Geiger:(PHYSICIST)::Shaquille O'Neal:X; X is BASKETBALL PLAYER,BASKETBALL PLAYER,True,True
91,Shaquille O'Neal:(BASKETBALL PLAYER)::Heinrich Müller:X; X is POLITICIAN,MILITARY PERSONNEL,False,True
92,Heinrich Müller:(MILITARY PERSONNEL)::Juan Manuel Santos:X; X is POLITICIAN,POLITICIAN,True,True
93,Juan Manuel Santos:(POLITICIAN)::James Irwin:X; X is ASTRONAUT,ASTRONAUT,True,True
94,James Irwin:(ASTRONAUT)::Walther Rathenau:X; X is PHILOSOPHER,POLITICIAN,False,True
95,Walther Rathenau:(POLITICIAN)::Tim Hunt:X; X is CHEMIST,CHEMIST,True,True
96,Tim Hunt:(CHEMIST)::François Hollande:X; X is POLITICIAN,POLITICIAN,True,True
97,François Hollande:(POLITICIAN)::Romain Gary:X; X is WRITER,WRITER,True,True
98,Romain Gary:(WRITER)::Karl Dönitz:X; X is POLITICIAN,POLITICIAN,True,True
99,Karl Dönitz:(POLITICIAN)::The Edge:X; X is POLITICIAN,MUSICIAN,False,True
100,The Edge:(MUSICIAN)::George I of Greece:X; X is SINGER,POLITICIAN,False,True
101,George I of Greece:(POLITICIAN)::Ian McEwan:X; X is WRITER,WRITER,True,True
102,Ian McEwan:(WRITER)::Orhan Pamuk:X; X is WRITER,WRITER,True,True
103,Orhan Pamuk:(WRITER)::Nancy Sinatra:X; X is SOCCER PLAYER,SINGER,False,True
104,Nancy Sinatra:(SINGER)::Pierre de Marivaux:X; X is ACTOR,WRITER,False,True
105,Pierre de Marivaux:(WRITER)::Owen Wilson:X; X is ACTOR,ACTOR,True,True
106,Owen Wilson:(ACTOR)::William A. Wheeler:X; X is POLITICIAN,POLITICIAN,True,True
107,William A. Wheeler:(POLITICIAN)::Frederick Forsyth:X; X is POLITICIAN,WRITER,False,True
108,Frederick Forsyth:(WRITER)::Elias James Corey:X; X is MATHEMATICIAN,CHEMIST,False,True
109,Elias James Corey:(CHEMIST)::Toyotomi Hideyoshi:X; X is POLITICIAN,POLITICIAN,True,True
110,Toyotomi Hideyoshi:(POLITICIAN)::Pope Sisinnius:X; X is POLITICIAN,RELIGIOUS FIGURE,False,True
111,Pope Sisinnius:(RELIGIOUS FIGURE)::Hecataeus:X; X is HISTORIAN,HISTORIAN,True,True
112,Hecataeus:(HISTORIAN)::Pope Anastasius IV:X; X is MUSICIAN,RELIGIOUS FIGURE,False,True
113,Pope Anastasius IV:(RELIGIOUS FIGURE)::Paul Auster:X; X is SOCCER PLAYER,WRITER,False,True
114,Paul Auster:(WRITER)::Amenhotep I:X; X is POLITICIAN,POLITICIAN,False,False
115,Amenhotep I:(POLITICIAN)::Ralf Dahrendorf:X; X is POLITICAL SCIENTIST,POLITICAL SCIENTIST,True,True
116,Ralf Dahrendorf:(POLITICAL SCIENTIST)::Antipope Laurentius:X; X is DIPLOMAT,RELIGIOUS FIGURE,False,True
117,Antipope Laurentius:(RELIGIOUS FIGURE)::Samir Nasri:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
118,Samir Nasri:(SOCCER PLAYER)::Marty Friedman:X; X is MUSICIAN,MUSICIAN,True,True
119,Marty Friedman:(MUSICIAN)::Iolu Abil:X; X is MILITARY PERSONNEL,POLITICIAN,False,True
120,Iolu Abil:(POLITICIAN)::Oliver Riedel:X; X is PHILOSOPHER,MUSICIAN,False,True
121,Oliver Riedel:(MUSICIAN)::Pherecydes of Syros:X; X is PHILOSOPHER,PHILOSOPHER,True,True
122,"Pherecydes of Syros:(PHILOSOPHER)::Henry II, Holy Roman Emperor:X; X is MILITARY PERSONNEL",POLITICIAN,False,True
123,"Henry II, Holy Roman Emperor:(POLITICIAN)::Cristina Fernández de Kirchner:X; X is MATHEMATICIAN",POLITICIAN,False,True
124,Cristina Fernández de Kirchner:(POLITICIAN)::Joe Jonas:X; X is PORNOGRAPHIC ACTOR,SINGER,False,True
125,Joe Jonas:(SINGER)::Robert Zemeckis:X; X is FILM DIRECTOR,FILM DIRECTOR,True,True
126,Robert Zemeckis:(FILM DIRECTOR)::Felipe González:X; X is MATHEMATICIAN,POLITICIAN,False,True
127,Felipe González:(POLITICIAN)::Christian Morgenstern:X; X is JOURNALIST,WRITER,False,True
128,Christian Morgenstern:(WRITER)::Ram Baran Yadav:X; X is POLITICIAN,POLITICIAN,True,True
129,Ram Baran Yadav:(POLITICIAN)::Umar:X; X is WRITER,POLITICIAN,False,True
130,Umar:(POLITICIAN)::Ivan Klasnić:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
131,Ivan Klasnić:(SOCCER PLAYER)::Askar Akayev:X; X is BUSINESSPERSON,POLITICIAN,False,True
132,Askar Akayev:(POLITICIAN)::Arthur Leonard Schawlow:X; X is PHYSICIST,PHYSICIST,True,True
133,Arthur Leonard Schawlow:(PHYSICIST)::Pope John XV:X; X is NOBLEMAN,RELIGIOUS FIGURE,False,True
134,Pope John XV:(RELIGIOUS FIGURE)::Girma Wolde-Giorgis:X; X is PHYSICIST,POLITICIAN,False,True
135,Girma Wolde-Giorgis:(POLITICIAN)::Friedrich Wilhelm Joseph Schelling:X; X is PHYSICIAN,PHILOSOPHER,False,True
136,Friedrich Wilhelm Joseph Schelling:(PHILOSOPHER)::Mame Biram Diouf:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
137,Mame Biram Diouf:(SOCCER PLAYER)::Herbie Hancock:X; X is MUSICIAN,MUSICIAN,True,True
138,Herbie Hancock:(MUSICIAN)::Buckethead:X; X is WRITER,MUSICIAN,False,True
139,Buckethead:(MUSICIAN)::Zilda Arns:X; X is MODEL,PHYSICIAN,False,True
140,Zilda Arns:(PHYSICIAN)::Procopius:X; X is HISTORIAN,HISTORIAN,True,True
141,Procopius:(HISTORIAN)::Luciano Pavarotti:X; X is SINGER,SINGER,True,True
142,"Luciano Pavarotti:(SINGER)::Philip III, Duke of Burgundy:X; X is EXTREMIST",POLITICIAN,False,True
143,"Philip III, Duke of Burgundy:(POLITICIAN)::Tomáš Sivok:X; X is POLITICIAN",SOCCER PLAYER,False,True
144,Tomáš Sivok:(SOCCER PLAYER)::Salvatore Quasimodo:X; X is WRITER,WRITER,True,True
145,Salvatore Quasimodo:(WRITER)::Moshe Dayan:X; X is POLITICIAN,POLITICIAN,True,True
146,Moshe Dayan:(POLITICIAN)::Gerardus Mercator:X; X is BUSINESSPERSON,GEOGRAPHER,False,True
147,Gerardus Mercator:(GEOGRAPHER)::John Hughes:X; X is FILM DIRECTOR,FILM DIRECTOR,True,True
148,John Hughes:(FILM DIRECTOR)::Nilmar:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
149,Nilmar:(SOCCER PLAYER)::Jules Michelet:X; X is WRITER,WRITER,True,True
150,Jules Michelet:(WRITER)::Abu al-Qasim:X; X is PHYSICIAN,PHYSICIAN,True,True
151,Abu al-Qasim:(PHYSICIAN)::Chinedu Obasi Ogbuke:X; X is POLITICIAN,SOCCER PLAYER,False,True
152,Chinedu Obasi Ogbuke:(SOCCER PLAYER)::Guido Reni:X; X is POLITICIAN,PAINTER,False,True
153,Guido Reni:(PAINTER)::Ibn Tufail:X; X is PHILOSOPHER,PHILOSOPHER,True,True
154,Ibn Tufail:(PHILOSOPHER)::Omar Sharif:X; X is SOCCER PLAYER,ACTOR,False,True
155,Omar Sharif:(ACTOR)::Risto Ryti:X; X is WRITER,POLITICIAN,False,True
156,Risto Ryti:(POLITICIAN)::Ramesses IV:X; X is POLITICIAN,POLITICIAN,False,False
157,Ramesses IV:(POLITICIAN)::Antonio Tabucchi:X; X is WRITER,WRITER,True,True
158,Antonio Tabucchi:(WRITER)::Isaac Asimov:X; X is COMPOSER,WRITER,False,True
159,Isaac Asimov:(WRITER)::Reza Shah:X; X is SOCCER PLAYER,POLITICIAN,False,True
160,Reza Shah:(POLITICIAN)::Emmanuel Eboué:X; X is SINGER,SOCCER PLAYER,False,True
161,Emmanuel Eboué:(SOCCER PLAYER)::Osman II:X; X is COMPOSER,POLITICIAN,False,True
162,Osman II:(POLITICIAN)::Martin Niemöller:X; X is SOCIAL ACTIVIST,SOCIAL ACTIVIST,True,True
163,Martin Niemöller:(SOCIAL ACTIVIST)::Ryunosuke Akutagawa:X; X is WRITER,WRITER,True,True
164,Ryunosuke Akutagawa:(WRITER)::Dorothy Crowfoot Hodgkin:X; X is MUSICIAN,CHEMIST,False,True
165,Dorothy Crowfoot Hodgkin:(CHEMIST)::Kublai Khan:X; X is BASKETBALL PLAYER,POLITICIAN,False,True
166,Kublai Khan:(POLITICIAN)::Philip IV of Spain:X; X is WRITER,POLITICIAN,False,True
167,Philip IV of Spain:(POLITICIAN)::Abbot Suger:X; X is ARCHITECT,ARCHITECT,False,False
168,Abbot Suger:(ARCHITECT)::Ignacy Jan Paderewski:X; X is POLITICIAN,POLITICIAN,True,True
169,Ignacy Jan Paderewski:(POLITICIAN)::Barbra Streisand:X; X is COMEDIAN,SINGER,False,True
170,Barbra Streisand:(SINGER)::Ryan Babel:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
171,Ryan Babel:(SOCCER PLAYER)::Aravind Adiga:X; X is POLITICIAN,WRITER,False,True
172,Aravind Adiga:(WRITER)::Laurie Holden:X; X is ACTOR,ACTOR,True,True
173,Laurie Holden:(ACTOR)::Ivan Mazepa:X; X is ACTOR,POLITICIAN,False,True
174,Ivan Mazepa:(POLITICIAN)::Tilda Swinton:X; X is POLITICIAN,ACTOR,False,True
175,Tilda Swinton:(ACTOR)::Giovanni Boccaccio:X; X is POLITICIAN,WRITER,False,True
176,Giovanni Boccaccio:(WRITER)::Péter Lékó:X; X is CHESSMASTER,CHESSMASTER,True,True
177,Péter Lékó:(CHESSMASTER)::Thomas à Kempis:X; X is PHILOSOPHER,RELIGIOUS FIGURE,False,True
178,Thomas à Kempis:(RELIGIOUS FIGURE)::Marouane Chamakh:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
179,Marouane Chamakh:(SOCCER PLAYER)::Milorad Čavić:X; X is ACTOR,SWIMMER,False,True
180,Milorad Čavić:(SWIMMER)::Willard Libby:X; X is CHEMIST,CHEMIST,True,True
181,Willard Libby:(CHEMIST)::John E. Walker:X; X is POLITICIAN,CHEMIST,False,True
182,John E. Walker:(CHEMIST)::Yulia Volkova:X; X is SINGER,SINGER,True,True
183,Yulia Volkova:(SINGER)::Primo Levi:X; X is WRITER,WRITER,True,True
184,Primo Levi:(WRITER)::László Moholy-Nagy:X; X is DESIGNER,DESIGNER,True,True
185,László Moholy-Nagy:(DESIGNER)::Hostilian:X; X is COMPANION,POLITICIAN,False,True
186,Hostilian:(POLITICIAN)::Vasili I of Russia:X; X is MUSICIAN,POLITICIAN,False,True
187,Vasili I of Russia:(POLITICIAN)::Maya Plisetskaya:X; X is GEOGRAPHER,DANCER,False,True
188,Maya Plisetskaya:(DANCER)::Roque Santa Cruz:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
189,Roque Santa Cruz:(SOCCER PLAYER)::Virginia Apgar:X; X is PHYSICIAN,PHYSICIAN,True,True
190,Virginia Apgar:(PHYSICIAN)::Nana Mouskouri:X; X is ACTOR,SINGER,False,True
191,Nana Mouskouri:(SINGER)::Jean Vigo:X; X is FILM DIRECTOR,FILM DIRECTOR,True,True
192,Jean Vigo:(FILM DIRECTOR)::Cosmin Contra:X; X is WRITER,SOCCER PLAYER,False,True
193,Cosmin Contra:(SOCCER PLAYER)::Adolf Butenandt:X; X is CHEMIST,CHEMIST,True,True
194,Adolf Butenandt:(CHEMIST)::Jo Nesbø:X; X is SOCCER PLAYER,WRITER,False,True
195,Jo Nesbø:(WRITER)::Beyoncé:X; X is SINGER,SINGER,True,True
196,Beyoncé:(SINGER)::Li Bai:X; X is WRITER,WRITER,True,True
197,Li Bai:(WRITER)::John III of Portugal:X; X is POLITICIAN,POLITICIAN,True,True
198,John III of Portugal:(POLITICIAN)::René Adler:X; X is BOXER,SOCCER PLAYER,False,True
199,René Adler:(SOCCER PLAYER)::Pope Leo VII:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
200,Pope Leo VII:(RELIGIOUS FIGURE)::Robert Redford:X; X is WRITER,ACTOR,False,True
201,Robert Redford:(ACTOR)::Ahmed Hossam:X; X is POLITICIAN,SOCCER PLAYER,False,True
202,Ahmed Hossam:(SOCCER PLAYER)::Hans Georg Dehmelt:X; X is SOCCER PLAYER,PHYSICIST,False,True
203,Hans Georg Dehmelt:(PHYSICIST)::Wendell Meredith Stanley:X; X is ECONOMIST,CHEMIST,False,True
204,Wendell Meredith Stanley:(CHEMIST)::Michael Caine:X; X is ACTOR,ACTOR,True,True
205,Michael Caine:(ACTOR)::Charles-Valentin Alkan:X; X is RELIGIOUS FIGURE,MUSICIAN,False,True
206,Charles-Valentin Alkan:(MUSICIAN)::Katie Holmes:X; X is SINGER,ACTOR,False,True
207,Katie Holmes:(ACTOR)::Kevin Love:X; X is BASKETBALL PLAYER,BASKETBALL PLAYER,True,True
208,Kevin Love:(BASKETBALL PLAYER)::Väinö Linna:X; X is WRITER,WRITER,True,True
209,Väinö Linna:(WRITER)::Jennifer Garner:X; X is WRITER,ACTOR,False,True
210,Jennifer Garner:(ACTOR)::Imelda Staunton:X; X is ACTOR,ACTOR,True,True
211,Imelda Staunton:(ACTOR)::Carl Barks:X; X is FILM DIRECTOR,COMIC ARTIST,False,True
212,Carl Barks:(COMIC ARTIST)::Jan Mucha:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
213,Jan Mucha:(SOCCER PLAYER)::Siphiwe Tshabalala:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
214,Siphiwe Tshabalala:(SOCCER PLAYER)::Igor Tudor:X; X is ASTRONOMER,SOCCER PLAYER,False,True
215,Igor Tudor:(SOCCER PLAYER)::Boris III of Bulgaria:X; X is ACTOR,POLITICIAN,False,True
216,Boris III of Bulgaria:(POLITICIAN)::Assia Djebar:X; X is WRITER,WRITER,True,True
217,Assia Djebar:(WRITER)::Fatmir Sejdiu:X; X is WRITER,POLITICIAN,False,True
218,Fatmir Sejdiu:(POLITICIAN)::Rosie Huntington-Whiteley:X; X is EXTREMIST,MODEL,False,True
219,Rosie Huntington-Whiteley:(MODEL)::Charles Gounod:X; X is PHILOSOPHER,COMPOSER,False,True
220,Charles Gounod:(COMPOSER)::Alberto Gilardino:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
221,Alberto Gilardino:(SOCCER PLAYER)::Bede:X; X is SOCCER PLAYER,HISTORIAN,False,True
222,Bede:(HISTORIAN)::Constantine III:X; X is POLITICIAN,POLITICIAN,True,True
223,Constantine III:(POLITICIAN)::Ángel Di María:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
224,Ángel Di María:(SOCCER PLAYER)::Max Liebermann:X; X is PAINTER,PAINTER,True,True
225,Max Liebermann:(PAINTER)::Sterling Knight:X; X is WRITER,ACTOR,False,True
226,Sterling Knight:(ACTOR)::Ctesias:X; X is PHYSICIAN,PHYSICIAN,True,True
227,Ctesias:(PHYSICIAN)::Seleucus I Nicator:X; X is RELIGIOUS FIGURE,MILITARY PERSONNEL,False,True
228,Seleucus I Nicator:(MILITARY PERSONNEL)::Macaulay Culkin:X; X is ACTOR,ACTOR,True,True
229,Macaulay Culkin:(ACTOR)::Antonio Canova:X; X is ARTIST,ARTIST,True,True
230,Antonio Canova:(ARTIST)::Harold Shipman:X; X is POLITICIAN,PHYSICIAN,False,True
231,Harold Shipman:(PHYSICIAN)::George Carlin:X; X is COMEDIAN,COMEDIAN,True,True
232,George Carlin:(COMEDIAN)::Cheech Marin:X; X is ACTOR,ACTOR,True,True
233,Cheech Marin:(ACTOR)::Raymond IV of Toulouse:X; X is MILITARY PERSONNEL,MILITARY PERSONNEL,False,False
234,Raymond IV of Toulouse:(MILITARY PERSONNEL)::Augustine of Hippo:X; X is PHILOSOPHER,PHILOSOPHER,True,True
235,Augustine of Hippo:(PHILOSOPHER)::Nichi Vendola:X; X is MUSICIAN,POLITICIAN,False,True
236,Nichi Vendola:(POLITICIAN)::Julian McMahon:X; X is POLITICIAN,ACTOR,False,True
237,Julian McMahon:(ACTOR)::Martin of Tours:X; X is RELIGIOUS FIGURE,RELIGIOUS FIGURE,True,True
238,Martin of Tours:(RELIGIOUS FIGURE)::Dado Pršo:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
239,Dado Pršo:(SOCCER PLAYER)::Silvestre Varela:X; X is SOCCER PLAYER,SOCCER PLAYER,True,True
240,Silvestre Varela:(SOCCER PLAYER)::Chrétien de Troyes:X; X is WRITER,WRITER,True,True
241,Chrétien de Troyes:(WRITER)::Daniel Schneidermann:X; X is POLITICIAN,JOURNALIST,False,True
242,Daniel Schneidermann:(JOURNALIST)::Michael Chang:X; X is POLITICIAN,TENNIS PLAYER,False,True
243,Michael Chang:(TENNIS PLAYER)::Hafez:X; X is WRITER,WRITER,True,True
244,Hafez:(WRITER)::James II of Scotland:X; X is SOCIAL ACTIVIST,POLITICIAN,False,True
245,"James II of Scotland:(POLITICIAN)::Henri de la Tour d'Auvergne, Vicomte de Turenne:X; X is RELIGIOUS FIGURE",MILITARY PERSONNEL,False,True
246,"Henri de la Tour d'Auvergne, Vicomte de Turenne:(MILITARY PERSONNEL)::Farouk of Egypt:X; X is NOBLEMAN",POLITICIAN,True,False
247,Farouk of Egypt:(POLITICIAN)::Craig Venter:X; X is ACTOR,BIOLOGIST,False,True
248,Craig Venter:(BIOLOGIST)::Heike Kamerlingh Onnes:X; X is SOCCER PLAYER,PHYSICIST,False,True
249,Heike Kamerlingh Onnes:(PHYSICIST)::Aribert Heim:X; X is PHOTOGRAPHER,PHYSICIAN,False,True
250,Aribert Heim:(PHYSICIAN)::Mary Steenburgen:X; X is POLITICIAN,ACTOR,False,True
251,Mary Steenburgen:(ACTOR)::Justin Bartha:X; X is SINGER,ACTOR,False,True
